BE_00164;1650;BEERSEL;BEERSEL;Brabant Flamand;50.76589, 4.3002;BEERSEL;BEERSEL
BE_00165;1651;LOT;BEERSEL;Brabant Flamand;50.7679, 4.27711;Lot;BEERSEL
BE_00166;1652;ALSEMBERG;BEERSEL;Brabant Flamand;50.74134, 4.33754;Alsemberg;BEERSEL
BE_00167;1653;DWORP;BEERSEL;Brabant Flamand;50.72983, 4.30106;Dworp;BEERSEL
BE_00168;1654;HUIZINGEN;BEERSEL;Brabant Flamand;50.7465, 4.27377;Huizingen;BEERSEL
BE_00169;1670;BOGAARDEN;PEPINGEN;Brabant Flamand;50.73986, 4.13594;Bogaarden;PEPINGEN
BE_00170;1670;HEIKRUIS;PEPINGEN;Brabant Flamand;50.73506, 4.1116;Heikruis;PEPINGEN
BE_00171;1670;PEPINGEN;PEPINGEN;Brabant Flamand;50.75922, 4.15983;PEPINGEN;PEPINGEN
BE_00172;1671;ELINGEN;PEPINGEN;Brabant Flamand;50.77888, 4.17089;Elingen;PEPINGEN
BE_00173;1673;BEERT;PEPINGEN;Brabant Flamand;50.74102, 4.18098;Beert;PEPINGEN
BE_00174;1674;BELLINGEN;PEPINGEN;Brabant Flamand;50.74085, 4.15369;Bellingen;PEPINGEN
BE_00175;1700;DILBEEK;DILBEEK;Brabant Flamand;50.84799, 4.25972;DILBEEK;DILBEEK
BE_00176;1700;SINT-MARTENS-BODEGEM;DILBEEK;Brabant Flamand;50.86185, 4.21317;Sint-Martens-Bodegem;DILBEEK
BE_00177;1700;SINT-ULRIKS-KAPELLE;DILBEEK;Brabant Flamand;50.87899, 4.21884;Sint-Ulriks-Kapelle;DILBEEK
BE_00178;1701;ITTERBEEK;DILBEEK;Brabant Flamand;51.10896, 4.55267;Itterbeek;DILBEEK
BE_00179;1702;GROOT-BIJGAARDEN;DILBEEK;Brabant Flamand;50.87174, 4.24973;Groot-Bijgaarden;DILBEEK
BE_00180;1703;SCHEPDAAL;DILBEEK;Brabant Flamand;50.83836, 4.19609;Schepdaal;DILBEEK
BE_00181;1730;ASSE;ASSE;Brabant Flamand;50.91011, 4.19836;ASSE;ASSE
BE_00182;1730;BEKKERZEEL;ASSE;Brabant Flamand;50.88541, 4.23785;Bekkerzeel;ASSE
BE_00183;1730;KOBBEGEM;ASSE;Brabant Flamand;50.90822, 4.25253;Kobbegem;ASSE
BE_00184;1730;MOLLEM;ASSE;Brabant Flamand;50.93118, 4.22627;Mollem;ASSE
BE_00185;1731;RELEGEM;ASSE;Brabant Flamand;50.89908, 4.27694;Relegem;ASSE
BE_00186;1731;ZELLIK;ASSE;Brabant Flamand;50.88408, 4.27325;Zellik;ASSE
BE_00187;1740;TERNAT;TERNAT;Brabant Flamand;50.86654, 4.16682;TERNAT;TERNAT
BE_00188;1741;WAMBEEK;TERNAT;Brabant Flamand;50.91992, 4.50517;Wambeek;TERNAT
BE_00189;1742;SINT-KATHERINA-LOMBEEK;TERNAT;Brabant Flamand;50.87314, 4.1536;Sint-Katherina-Lombeek;TERNAT
BE_00190;1745;MAZENZELE;OPWIJK;Brabant Flamand;50.94247, 4.17224;Mazenzele;OPWIJK
BE_00191;1745;OPWIJK;OPWIJK;Brabant Flamand;50.96724, 4.18442;OPWIJK;OPWIJK
BE_00192;1750;GAASBEEK;LENNIK;Brabant Flamand;50.79953, 4.18931;Gaasbeek;LENNIK
BE_00193;1750;LENNIK;LENNIK;Brabant Flamand;50.80903, 4.16219;LENNIK;LENNIK
BE_00194;1750;SINT-KWINTENS-LENNIK;LENNIK;Brabant Flamand;50.80377, 4.15489;Sint-Kwintens-Lennik;LENNIK
BE_00195;1750;SINT-MARTENS-LENNIK;LENNIK;Brabant Flamand;50.81158, 4.16965;Sint-Martens-Lennik;LENNIK
BE_00196;1755;GOOIK;GOOIK;Brabant Flamand;50.79443, 4.11378;GOOIK;GOOIK
BE_00197;1755;KESTER;GOOIK;Brabant Flamand;50.76398, 4.12058;Kester;GOOIK
BE_00198;1755;LEERBEEK;GOOIK;Brabant Flamand;50.77788, 4.11936;Leerbeek;GOOIK
BE_00199;1755;OETINGEN;GOOIK;Brabant Flamand;50.77318, 4.0635;Oetingen;GOOIK
BE_00200;1760;ONZE-LIEVE-VROUW-LOMBEEK;ROOSDAAL;Brabant Flamand;50.82004, 4.11035;Onze-Lieve-Vrouw-Lombeek;ROOSDAAL
BE_00201;1760;PAMEL;ROOSDAAL;Brabant Flamand;50.8453, 4.07129;Pamel;ROOSDAAL
BE_00202;1760;ROOSDAAL;ROOSDAAL;Brabant Flamand;50.83333, 4.08333;ROOSDAAL;ROOSDAAL
BE_00203;1760;STRIJTEM;ROOSDAAL;Brabant Flamand;50.84155, 4.11696;Strijtem;ROOSDAAL
BE_00204;1761;BORCHTLOMBEEK;ROOSDAAL;Brabant Flamand;50.8479, 4.13884;Borchtlombeek;ROOSDAAL
BE_00205;1770;LIEDEKERKE;LIEDEKERKE;Brabant Flamand;50.86892, 4.08743;LIEDEKERKE;LIEDEKERKE
BE_00206;1780;WEMMEL;WEMMEL;Brabant Flamand;50.90812, 4.30613;WEMMEL;WEMMEL
BE_00207;1785;BRUSSEGEM;MERCHTEM;Brabant Flamand;50.9256, 4.26682;Brussegem;MERCHTEM
BE_00208;1785;HAMME;MERCHTEM;Brabant Flamand;51.09822, 4.13705;Hamme;MERCHTEM
